,Date,AAPL,MSFT,V,MA,NVDA,PYPL,ADBE,INTC,CSCO,CRM
326,2020-11-22,358.87,200.57,194.96,304.44,381.07,170.26,438.64,60.09,45.16,191.65
327,2020-11-23,366.53,201.91,197.97,306.88,378.0,172.79,440.55,59.92,45.47,189.06
328,2020-11-24,360.06,197.84,191.41,294.01,369.42,168.0,431.68,59.09,44.75,185.55
329,2020-11-25,364.84,200.34,193.98,298.01,379.6,172.5,436.95,58.51,45.22,188.34
330,2020-11-26,353.63,196.33,189.27,289.34,366.2,170.87,426.92,57.5,46.31,183.17
331,2020-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,2020-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,2020-11-29,361.78,198.44,191.38,292.93,368.0,168.35,424.2,58.27,46.15,183.33
334,2020-11-30,364.8,203.51,193.17,295.7,379.91,174.23,435.31,59.83,46.64,187.33
335,2020-12-01,364.11,204.7,193.78,301.17,381.2,177.43,439.81,58.81,46.06,191.89
336,2020-12-02,364.11,206.26,195.67,302.42,384.49,177.21,442.95,59.13,45.63,192.53
337,2020-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,2020-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,2020-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,2020-12-06,373.85,210.7,197.76,305.57,393.57,176.18,452.59,59.54,46.42,197.72
341,2020-12-07,372.69,208.25,194.2,299.91,394.87,177.28,449.36,58.31,45.63,196.38
342,2020-12-08,381.37,212.83,195.07,300.15,408.64,181.57,457.68,58.61,45.81,200.28
343,2020-12-09,383.01,214.32,192.21,294.59,420.36,183.23,460.84,58.42,46.7,200.74
344,2020-12-10,383.68,213.67,192.55,295.68,419.17,178.4,466.2,59.53,46.66,198.88
345,2020-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,2020-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,2020-12-13,381.91,207.07,189.02,290.18,402.09,171.51,442.47,58.58,45.93,188.34
348,2020-12-14,388.23,208.35,193.33,298.95,415.08,172.3,433.78,58.98,46.26,189.56
349,2020-12-15,390.9,208.04,196.55,305.72,409.09,172.06,433.01,59.03,46.4,188.09
350,2020-12-16,386.09,203.92,193.5,299.35,405.39,169.81,426.29,59.14,45.78,185.51
351,2020-12-17,385.31,202.88,195.09,304.06,408.06,173.92,432.42,60.0,46.75,187.78
352,2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,2020-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,2020-12-20,393.43,211.6,198.47,311.96,420.43,178.82,455.27,61.15,46.97,195.09
355,2020-12-21,388.0,208.75,196.48,307.6,413.14,175.58,444.28,60.7,47.02,190.8
356,2020-12-22,389.09,211.75,198.86,313.37,417.55,178.42,445.05,61.05,46.9,191.31
357,2020-12-23,371.38,202.54,197.43,309.9,405.19,173.86,431.74,60.4,47.41,188.54
358,2020-12-24,370.46,201.3,195.15,306.92,407.78,172.56,430.31,50.59,46.4,188.49
359,2020-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,2020-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,2020-12-27,379.24,203.85,196.91,308.86,416.86,177.98,437.1,49.57,47.19,190.96
362,2020-12-28,373.01,202.02,196.74,306.33,408.62,176.27,432.26,49.24,46.28,189.5
363,2020-12-29,380.16,204.06,198.58,309.3,418.62,184.6,436.3,48.07,46.71,193.61
364,2020-12-30,384.76,203.9,194.06,309.0,424.56,192.51,438.88,47.99,46.44,191.7
365,2020-12-31,425.04,205.01,190.4,308.53,424.59,196.07,444.32,47.73,47.1,194.85
366,2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
